"Name","test_tydiqa_exact_match","test_xquad_exact_match","Created","Runtime","End Time","ID","Notes","State","Updated","Tags","logging_dir","output_dir","run_name","eval/loss","eval/runtime","eval/samples_per_second","eval/steps_per_second","train/epoch","train/global_step","train/learning_rate","train/loss","test_exact_match","test_f1","test_tydiqa_f1","test_xquad_f1","train/total_flos","train/train_loss","train/train_runtime","train/train_samples_per_second","train/train_steps_per_second","val_exact_match","val_f1"
"th_wordnet_aug_1.0","40.23877957108114","32.79661016949152","2023-08-31T18:53:58.000Z","1575","2023-08-31T19:20:13.000Z","yhde47c9","-","finished","2023-08-31T19:20:13.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_1.0/runs/Sep01_01-53-58_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_1.0","models/claq-qa-th-wangchanberta-th_wordnet_aug_1.0","1.6657689809799194","5.1016","442.21","3.528","10","2820","0","0.4609","38.69893038751534","54.14028604148706","55.53333822227269","48.80064619937504","38303818190876160","1.305399441549964","1425.8065","126.539","1.978","50.709219858156025","62.74736186372644"
"th_wordnet_aug_0.9","41.12314835286315","33.644067796610166","2023-08-31T18:27:53.000Z","1502","2023-08-31T18:52:55.000Z","jvki7gyz","-","finished","2023-08-31T18:52:55.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.9/runs/Sep01_01-27-52_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.9","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.9","1.6151330471038818","5.1004","442.321","3.529","10","2680","0","0.4153","39.57566193231632","54.52260837813756","56.13685919056833","48.335102933541805","36388839584947200","1.272824401286111","1357.7328","126.24","1.974","50.62056737588652","62.87034186928592"
"th_wordnet_aug_0.8","41.60955118284325","33.559322033898304","2023-08-31T18:02:56.000Z","1434","2023-08-31T18:26:50.000Z","n89jf4b3","-","finished","2023-08-31T18:26:50.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.8/runs/Sep01_01-02-55_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.8","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.8","1.57917058467865","5.1095","441.529","3.523","10","2540","0","0.41","39.94388918113274","55.071957779874374","56.645866719435105","49.03908478527122","34473860979018240","1.2831903803066944","1289.8767","125.888","1.969","51.684397163120565","63.779670571490904"
"th_wordnet_aug_0.7","41.03471147468495","33.30508474576271","2023-08-31T17:39:09.000Z","1364","2023-08-31T18:01:53.000Z","jfrvaznk","-","finished","2023-08-31T18:01:53.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.7/runs/Sep01_00-39-08_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.7","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.7","1.5706466436386108","5.1001","442.348","3.529","10","2400","0","0.4875","39.43538488514817","54.51626407637558","56.09012930554322","48.48355862593152","32558882373089280","1.3590487098693849","1221.7292","125.527","1.964","52.526595744680854","64.22059568407589"
"th_wordnet_aug_0.6","39.08910015476454","32.79661016949152","2023-08-31T17:16:34.000Z","1292","2023-08-31T17:38:06.000Z","2wziqc6r","-","finished","2023-08-31T17:38:06.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.6/runs/Sep01_00-16-34_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.6","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.6","1.5250065326690674","5.1021","442.175","3.528","10","2260","0","0.435","37.78712958092232","53.72903995990024","55.13296824868653","48.34771144279948","30643903767160320","1.3155837776386632","1153.4173","125.141","1.959","50.576241134751776","62.5907416588717"
"th_wordnet_aug_0.5","41.145257572407694","33.728813559322035","2023-08-31T16:55:14.000Z","1217","2023-08-31T17:15:31.000Z","16s2h736","-","finished","2023-08-31T17:15:31.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.5/runs/Aug31_23-55-14_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.5","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.5","1.544924259185791","5.1051","441.913","3.526","9.98","2110","0","0.4671","39.61073119410836","54.70408411306567","56.23410757313548","48.83942639281624","28659926486405760","1.346898408862652","1082.6532","124.98","1.949","51.90602836879432","63.78681370127304"
"th_wordnet_aug_0.4","42.31704620826885","33.644067796610166","2023-08-31T16:35:00.000Z","1151","2023-08-31T16:54:11.000Z","bfl3mzhx","-","finished","2023-08-31T16:54:11.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.4/runs/Aug31_23-34-59_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.4","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.4","1.501661777496338","5.1161","440.96","3.518","9.97","1970","0","0.4973","40.52253200070138","54.70831962549494","56.20578208568461","48.96846987343","26746221702165890","1.3706104762663092","1015.1371","124.407","1.941","52.34929078014184","63.72288025213565"
"th_wordnet_aug_0.3","37.40879946937873","31.779661016949152","2023-08-31T16:15:59.000Z","1078","2023-08-31T16:33:57.000Z","6bcu7cad","-","finished","2023-08-31T16:33:57.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.3/runs/Aug31_23-15-58_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.3","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.3","1.4676278829574585","5.1186","440.742","3.517","9.97","1830","0","0.5525","36.24408206207259","53.045610871461896","54.36260238566901","47.99751543183748","24832516917926016","1.4607840115906765","946.3473","123.919","1.934","51.06382978723404","62.895771456857226"
"th_wordnet_aug_0.2","39.50917532611099","32.28813559322034","2023-08-31T15:58:08.000Z","1008","2023-08-31T16:14:56.000Z","ydodjnfi","-","finished","2023-08-31T16:14:56.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.2/runs/Aug31_22-58-07_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.2","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.2","1.4935919046401978","5.105","441.919","3.526","9.97","1690","0","0.6545","38.015079782570574","53.65951449318207","55.248402610531265","47.569225548462825","22918812133686144","1.572101755537225","878.3989","123.236","1.924","50.265957446808514","62.4926574636711"
"th_wordnet_aug_0.1","39.97346893654654","33.220338983050844","2023-08-31T15:41:28.000Z","937","2023-08-31T15:57:05.000Z","ov2iebe6","-","finished","2023-08-31T15:57:05.000Z","","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.1/runs/Aug31_22-41-27_apex-foobox","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.1","models/claq-qa-th-wangchanberta-th_wordnet_aug_0.1","1.434815764427185","5.1052","441.906","3.526","9.97","1550","0","0.7763","38.57618797124321","53.759032040630345","55.25656879016522","48.01889753372805","21005107349446270","1.7302435844175277","809.6169","122.564","1.914","49.46808510638298","61.62062263597136"
"th_thai2trans_aug_1.0","38.69113420296264","32.96610169491525","2023-08-31T15:14:12.000Z","1573","2023-08-31T15:40:25.000Z","bawve0ba","-","finished","2023-08-31T15:40:25.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_1.0/runs/Aug31_22-14-11_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_1.0","models/claq-qa-th-wangchanberta-th_thai2trans_aug_1.0","1.747327208518982","5.1038","442.025","3.527","10","2820","0","0.3088","37.50657548658601","53.32457481806996","54.540967726195845","48.66207895073797","38303818190876160","1.166157066399324","1427.7263","126.369","1.975","50.75354609929078","62.66656849545211"
"th_thai2trans_aug_0.9","40.96838381605129","34.66101694915254","2023-08-31T14:48:05.000Z","1504","2023-08-31T15:13:09.000Z","stz73sph","-","finished","2023-08-31T15:13:09.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.9/runs/Aug31_21-48-05_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.9","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.9","1.626223921775818","5.1109","441.408","3.522","10","2680","0","0.3927","39.66333508679642","53.932705896029915","55.28077270755541","48.76549726168372","36388839584947200","1.238506402542342","1359.4461","126.081","1.971","50.576241134751776","62.4342137871108"
"th_thai2trans_aug_0.8","41.720097280565994","33.389830508474574","2023-08-31T14:23:07.000Z","1435","2023-08-31T14:47:02.000Z","myj4svpo","-","finished","2023-08-31T14:47:02.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.8/runs/Aug31_21-23-06_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.8","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.8","1.611907124519348","5.1097","441.516","3.523","10","2540","0","0.385","39.996493073820794","54.516583910382806","55.925582159854834","49.115821976179085","34473860979018240","1.296009015661525","1290.9184","125.786","1.968","50.930851063829785","62.658691523977545"
"th_thai2trans_aug_0.7","40.03979659518019","33.220338983050844","2023-08-31T13:59:19.000Z","1365","2023-08-31T14:22:04.000Z","1gj9g5t1","-","finished","2023-08-31T14:22:04.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.7/runs/Aug31_20-59-18_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.7","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.7","1.5594695806503296","5.1183","440.77","3.517","10","2400","0","0.6763","38.62879186393126","53.87846460902778","55.30178388787784","48.422809441029784","32558882373089280","1.535433839162191","1222.7932","125.418","1.963","49.68971631205674","62.12200939907448"
"th_thai2trans_aug_0.6","36.87817820030953","32.71186440677966","2023-08-31T13:36:43.000Z","1293","2023-08-31T13:58:16.000Z","kz08gyjc","-","finished","2023-08-31T13:58:16.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.6/runs/Aug31_20-36-41_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.6","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.6","1.5282893180847168","5.1065","441.792","3.525","10","2260","0","0.4361","36.01613186042434","52.87301415141874","54.06998326081464","48.284970692269454","30643903767160320","1.3335439665127644","1154.4068","125.034","1.958","49.46808510638298","61.38019830887"
"th_thai2trans_aug_0.5","41.30002210921955","33.983050847457626","2023-08-31T13:15:16.000Z","1223","2023-08-31T13:35:39.000Z","duzt2tgc","-","finished","2023-08-31T13:35:39.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.5/runs/Aug31_20-15-15_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.5","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.5","1.566482663154602","5.1089","441.58","3.523","9.98","2110","0","0.5347","39.78607750306856","54.093723169218855","55.38416219486093","49.147404768390516","28659926486405760","1.393208714345055","1083.7561","124.853","1.947","49.512411347517734","61.657813921564625"
"th_thai2trans_aug_0.4","42.162281671456995","34.40677966101695","2023-08-31T12:55:02.000Z","1151","2023-08-31T13:14:13.000Z","0z476ms9","-","finished","2023-08-31T13:14:13.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.4/runs/Aug31_19-55-02_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.4","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.4","1.483197808265686","5.1101","441.482","3.522","9.97","1970","0","0.5242","40.55760126249343","55.00905427693927","56.264722634178064","50.1960136161003","26746221702165890","1.423016849266091","1015.2516","124.393","1.94","51.32978723404256","62.83811506161461"
"th_thai2trans_aug_0.3","39.95135971700199","32.11864406779661","2023-08-31T12:36:01.000Z","1079","2023-08-31T12:54:00.000Z","4ytw7cp1","-","finished","2023-08-31T12:54:00.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.3/runs/Aug31_19-35-59_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.3","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.3","1.4795581102371216","5.1083","441.636","3.524","9.97","1830","0","0.6552","38.33070313869893","53.71940191768738","55.08904594284603","48.46948672633943","24832516917926016","1.5123755408115074","947.0983","123.82","1.932","49.822695035460995","62.30202422499796"
"th_thai2trans_aug_0.2","38.95644483749724","32.88135593220339","2023-08-31T12:18:04.000Z","1013","2023-08-31T12:34:57.000Z","58tkaf4z","-","finished","2023-08-31T12:34:57.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.2/runs/Aug31_19-18-04_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.2","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.2","1.4350929260253906","5.1046","441.95","3.526","9.97","1690","0","0.6282","37.699456426442225","54.208473096365864","55.571189905625886","48.98511027578824","22918812133686144","1.54674035247261","878.7766","123.183","1.923","51.3741134751773","62.88621498508659"
"th_thai2trans_aug_0.1","40.39354410789299","33.47457627118644","2023-08-31T12:01:22.000Z","940","2023-08-31T12:17:02.000Z","qkh81ncg","-","finished","2023-08-31T12:17:02.000Z","","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.1/runs/Aug31_19-01-21_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.1","models/claq-qa-th-wangchanberta-th_thai2trans_aug_0.1","1.442042112350464","5.1031","442.088","3.527","9.97","1550","0","0.7387","38.96194985095564","53.60723991542116","55.15715833922174","47.666323787583295","21005107349446270","1.632987774264428","810.0368","122.501","1.913","50.66489361702128","62.57037288437254"
"th_thai2fit_aug_1.0","40.48198098607119","32.28813559322034","2023-08-31T11:34:04.000Z","1575","2023-08-31T12:00:19.000Z","ou3xlvi6","-","finished","2023-08-31T12:00:19.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_1.0/runs/Aug31_18-34-03_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_1.0","models/claq-qa-th-wangchanberta-th_thai2fit_aug_1.0","1.68914532661438","5.106","441.831","3.525","10","2820","0","0.404","38.78660354199544","53.13175678444326","54.51470924940687","47.83082966662229","38303818190876160","1.2356061705460786","1428.1064","126.335","1.975","48.93617021276596","61.329080166490606"
"th_thai2fit_aug_0.9","39.50917532611099","33.728813559322035","2023-08-31T11:07:54.000Z","1506","2023-08-31T11:33:00.000Z","uj91nsx4","-","finished","2023-08-31T11:33:00.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.9/runs/Aug31_18-07-54_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.9","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.9","1.6758297681808472","5.1127","441.252","3.521","10","2680","0","0.3585","38.313168507802914","54.23569317349316","55.540109901533334","49.23579752864227","36388839584947200","1.2024472393206695","1360.9166","125.945","1.969","51.95035460992908","63.41385243526899"
"th_thai2fit_aug_0.8","39.90714127791289","32.79661016949152","2023-08-31T10:42:58.000Z","1433","2023-08-31T11:06:51.000Z","bqriiij6","-","finished","2023-08-31T11:06:51.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.8/runs/Aug31_17-42-57_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.8","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.8","1.6851818561553955","5.1081","441.648","3.524","10","2540","0","0.3707","38.435910924075046","54.11731918384618","55.54677543869921","48.63814067477945","34473860979018240","1.2267809139461967","1291.7197","125.708","1.966","51.152482269503544","62.71224156695095"
"th_thai2fit_aug_0.7","41.720097280565994","34.152542372881356","2023-08-31T10:19:11.000Z","1364","2023-08-31T10:41:55.000Z","7xy9jitn","-","finished","2023-08-31T10:41:55.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.7/runs/Aug31_17-19-10_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.7","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.7","1.62540602684021","5.1133","441.198","3.52","10","2400","0","0.4038","40.15430475188497","54.49896568237222","55.99750437107175","48.754990691705544","32558882373089280","1.255962273279826","1224.1076","125.283","1.961","50.265957446808514","62.46014981113551"
"th_thai2fit_aug_0.6","37.49723634755693","33.644067796610166","2023-08-31T09:56:37.000Z","1291","2023-08-31T10:18:08.000Z","z1tapkoh","-","finished","2023-08-31T10:18:08.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.6/runs/Aug31_16-56-36_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.6","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.6","1.576746106147766","5.1163","440.939","3.518","10","2260","0","0.5339","36.699982465369104","53.86219996122797","55.17744186454964","48.82081086909103","30643903767160320","1.413297791607612","1155.7267","124.891","1.955","51.152482269503544","63.2110225642066"
"th_thai2fit_aug_0.5","38.47004200751714","32.79661016949152","2023-08-31T09:35:13.000Z","1221","2023-08-31T09:55:34.000Z","gp0t39p6","-","finished","2023-08-31T09:55:34.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.5/runs/Aug31_16-35-12_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.5","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.5","1.559411644935608","5.1088","441.587","3.523","9.98","2110","0","0.4924","37.29615991583377","53.71978226991054","55.007488369618024","48.78393931315168","28659926486405760","1.3623634410695442","1085.3118","124.674","1.944","50.487588652482266","62.540841411654526"
"th_thai2fit_aug_0.4","40.52619942516029","33.47457627118644","2023-08-31T09:15:02.000Z","1148","2023-08-31T09:34:10.000Z","gsg1ge3b","-","finished","2023-08-31T09:34:10.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.4/runs/Aug31_16-15-02_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.4","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.4","1.4521514177322388","5.1056","441.865","3.526","9.97","1970","0","0.5342","39.06715763633176","54.14364486458096","55.37954309531001","49.40638410391479","26746221702165890","1.40776556954166","1016.8855","124.193","1.937","50.265957446808514","62.39748154428366"
"th_thai2fit_aug_0.3","41.34424054830865","33.559322033898304","2023-08-31T08:55:48.000Z","1091","2023-08-31T09:13:59.000Z","qk6wzvjr","-","finished","2023-08-31T09:13:59.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.3/runs/Aug31_15-55-48_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.3","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.3","1.4549418687820437","5.1103","441.463","3.522","9.97","1830","0","0.5812","39.7334736103805","54.583341837990304","55.91016162316462","49.497574136005795","24832516917926016","1.4833438935827037","954.8802","122.811","1.916","50.44326241134752","62.124696517698126"
"th_thai2fit_aug_0.2","41.05682069422949","34.66101694915254","2023-08-31T08:37:00.000Z","1065","2023-08-31T08:54:45.000Z","avra1r7c","-","finished","2023-08-31T08:54:45.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.2/runs/Aug31_15-36-58_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.2","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.2","1.5104516744613647","5.1593","437.271","3.489","9.97","1690","0","0.6576","39.7334736103805","54.15847181364986","55.52433350818977","48.92305448788501","22918812133686144","1.5219381253394857","903.7629","119.777","1.87","50.39893617021277","62.19487073210483"
"th_thai2fit_aug_0.1","41.277912889674994","33.898305084745765","2023-08-31T08:20:12.000Z","944","2023-08-31T08:35:56.000Z","w0n15k80","-","finished","2023-08-31T08:35:56.000Z","","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.1/runs/Aug31_15-20-11_apex-foobox","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.1","models/claq-qa-th-wangchanberta-th_thai2fit_aug_0.1","1.4344621896743774","5.122","440.454","3.514","9.97","1550","0","0.7061","39.75100824127652","53.871431995460895","55.30634098325767","48.37135288376301","21005107349446270","1.5986007985761088","812.0911","122.191","1.909","49.822695035460995","61.83693209356371"
"th_qcpg_0.8_llm_gec_aug_1.0","42.14017245191245","33.898305084745765","2023-08-31T07:52:55.000Z","1574","2023-08-31T08:19:09.000Z","va9r3wny","-","finished","2023-08-31T08:19:09.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_1.0/runs/Aug31_14-52-54_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_1.0","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_1.0","1.5464389324188232","5.1069","441.753","3.525","10","2820","0","0.7685","40.43485884622129","53.63995709574301","55.20261896095343","47.65019470900995","38303818190876160","1.6387298583984375","1430.9538","126.084","1.971","48.8918439716312","60.679011573880146"
"th_qcpg_0.8_llm_gec_aug_0.9","42.67079372098165","33.30508474576271","2023-08-31T07:26:48.000Z","1504","2023-08-31T07:51:52.000Z","y8uqlet3","-","finished","2023-08-31T07:51:52.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.9/runs/Aug31_14-26-47_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.9","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.9","1.502767562866211","5.1054","441.889","3.526","10","2680","0","0.7561","40.73294757145362","54.45448496803331","56.23270912072107","47.638461372605","36388839584947200","1.6062928157066232","1361.7492","125.868","1.968","49.822695035460995","61.95276095815839"
"th_qcpg_0.8_llm_gec_aug_0.8","42.383373866902495","33.220338983050844","2023-08-31T07:01:51.000Z","1434","2023-08-31T07:25:45.000Z","bgiazj4s","-","finished","2023-08-31T07:25:45.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.8/runs/Aug31_14-01-51_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.8","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.8","1.458090901374817","5.1057","441.856","3.525","10","2540","0","0.7708","40.48746273890934","54.47007461816604","56.09875906806368","48.22724430724599","34473860979018240","1.6661661703755537","1292.5801","125.625","1.965","49.86702127659574","61.9130790479743"
"th_qcpg_0.8_llm_gec_aug_0.7","42.75923059915985","34.32203389830509","2023-08-31T06:38:03.000Z","1365","2023-08-31T07:00:48.000Z","ri4q4y78","-","finished","2023-08-31T07:00:48.000Z","","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.7/runs/Aug31_13-38-03_apex-foobox","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.7","models/claq-qa-th-wangchanberta-th_qcpg_0.8_llm_gec_aug_0.7","1.4900394678115845","5.1071","441.736","3.524","10","2400","0","0.7116","41.01350166578994","54.95090237577056","56.513518195529045","48.96131648359571","32558882373089280","1.642106030782064","1224.1803","125.276","1.96","50.97517730496454","62.61768201986447"
